label sentence1
0,<중독:disease>에 원인이 되는 것들은?
0,<전정계의 이상:disease>이 있으면 증상이 어떻게 되낭?
0,<전립선 비대:disease>를 예방하는 법은?
0,<위궤양:disease>은 어떤것이 원인이 될까?
0,<장 중첩:disease>이 발생하는 요인에 대해 알고싶어
0,<인슐린 종양:disease>은 어떤것이 원인이고 어떻게 예방하지?
0,<이개혈종:disease>은 어떻게 예방 가능?
0,<울혈성심부전:disease>은 어느 정도로 위험한 병이야?
0,<외이염:disease>은 얼마나 흔한 병이야?
0,<열사병:disease>은 해를 어느 만큼 쐐야 해?
0,<안검염:disease>은 무엇에 의해 걸리는 염증이야?
0,<소화기의 종양:disease>을 막으려면 어떻게 해야 해?
0,<소장세균의 과증식:disease>을 막으려면?
0,<세균성 설사:disease>가 생기는 원인을 알고 싶네요
0,<서혜부의 탈장:disease>은 왜 일어나?
0,<비 종양:disease>은 무엇이 원인이야?
0,<복막염:disease>의 원인이 되는 것들은?
0,<벼룩 감염증:disease>이 어떤 것이야?
0,<대장종양:disease>은 얼마나 자주 발생하는 병이야?
0,<말초신경초:disease> 종양은 자주 발생하는 거야?
0,<방광에 종양:disease>은 대체 왜 생기는 거임?
0,<발작:disease>을 일으키는데 심각한 건가?
0,<당뇨성 케톤산증:disease>은 어떻게 예방하지?
0,<디스크:disease>를 예방하는 효과적인 방법은?
0,<마미증후군:disease>을 예방하는 방법이 있을까?
0,<라임병:disease>이 생기지 않도록 하는 방법
0,<농피증:disease>은 많이 아플 것 같아서 그런데 어떻게 예방해?
0,<늑골의 골절:disease>이 발생하면 어떻게 됨?
0,<백신 부작용:disease>이 발생하면 생기는 증상은?
0,<백내장:disease>을 예방할수 있는 방법은?
0,<바베시아증:disease>에 걸리기 싫은데 어떻게 예방해?
0,<대퇴 골절:disease>에 안 걸리려면 해야하는 것들이 뭐야?
0,<흑색종:disease>이 뭔지에 대해 잘 모르는데 설명해줘
0,<후천성 식도쇠약증:disease>은 어떻게 생겨나는 것이야?
0,<후두 종양:disease>은 어떤 식으로 생기나요?
0,<후두 종양:disease>이 발생하는 원인이 알고싶다
0,<횡경막:disease>이 왜 <탈장:disease>되나요?
0,<회충 감염:disease>은 어떻게 발생하지?
0,<회음 탈장:disease>이 정확히 어디 쪽에서 발생하는 질병이야?
0,<환축추아탈구:disease>는 말도 어려운데 무슨 뜻이야?
0,<홍역:disease> <디스템퍼:disease>는 또 뭐가 다른 거야?
0,<홍역:disease>이 걸리는 이유들을 설명해주라
0,<호산구성 폐렴:disease> 걸리는 요인들은?
0,<혈우병:disease>이 대체 왜 걸려?
0,<항문낭염:disease>에 대한 설명이 필요
